"Gene_set","Database","Pathway_ID","Pathway","GeneRatio","BgRatio","Count","P_value","Adjusted_P_value_FDR","Genes"
"loss_down","GO_BP","GO:0030902","hindbrain development","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0035264","multicellular organism growth","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0043467","regulation of generation of precursor metabolites and energy","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0048588","developmental cell growth","1/11","20/1522",1,0.135832088537923,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0048736","appendage development","1/11","20/1522",1,0.135832088537923,0.356313560879868,"FBXW4"
"loss_down","GO_BP","GO:0060173","limb development","1/11","20/1522",1,0.135832088537923,0.356313560879868,"FBXW4"
"loss_down","GO_BP","GO:0060326","cell chemotaxis","1/11","20/1522",1,0.135832088537923,0.356313560879868,"C5"
"loss_down","GO_BP","GO:0071216","cellular response to biotic stimulus","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0072593","reactive oxygen species metabolic process","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0090287","regulation of cellular response to growth factor stimulus","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0110053","regulation of actin filament organization","1/11","20/1522",1,0.135832088537923,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:2000278","regulation of DNA biosynthetic process","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0034655","nucleobase-containing compound catabolic process","2/11","91/1522",2,0.136917947118246,0.356313560879868,"FASTK;TBRG4"
"loss_down","GO_BP","GO:0040011","locomotion","2/11","93/1522",2,0.141914906055923,0.356313560879868,"C5;FGF3"
"loss_down","GO_BP","GO:0003007","heart morphogenesis","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0006520","amino acid metabolic process","1/11","21/1522",1,0.142160881498031,0.356313560879868,"HPDL"
"loss_down","GO_BP","GO:0006606","protein import into nucleus","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0007093","mitotic cell cycle checkpoint signaling","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0007369","gastrulation","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0008361","regulation of cell size","1/11","21/1522",1,0.142160881498031,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0009411","response to UV","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0030183","B cell differentiation","1/11","21/1522",1,0.142160881498031,0.356313560879868,"TP53"
